tanggal,KASUS,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI
1/12/2021,58,0,1,57,6237,5060,264,913,NUSA TENGGARA BARAT
1/12/2021,37,7,0,30,2575,1571,67,937,NUSA TENGGARA TIMUR
1/12/2021,34,1,91,-58,16227,14522,600,1105,KALIMANTAN SELATAN
1/12/2021,162,0,0,162,5139,2466,65,2608,KALIMANTAN UTARA
1/12/2021,72,4,20,48,2368,1684,53,631,SULAWESI BARAT
1/12/2021,23,2,22,-1,2972,2521,94,357,MALUKU UTARA
1/12/2021,266,2,78,186,26686,24451,621,1614,RIAU
1/12/2021,268,3,150,115,15482,10241,336,4905,DAERAH ISTIMEWA YOGYAKARTA
1/12/2021,42,2,12,28,13760,8108,172,5480,PAPUA
1/12/2021,32,1,13,18,6246,5696,103,447,PAPUA BARAT
1/12/2021,338,8,337,-7,31077,25783,827,4467,KALIMANTAN TIMUR
1/12/2021,27,1,71,-45,4096,3541,130,425,BENGKULU
1/12/2021,48,4,0,44,8967,7308,368,1291,ACEH
1/12/2021,90,1,95,-6,19212,16431,701,2080,SUMATERA UTARA
1/12/2021,36,0,37,-1,3133,2412,53,668,KEPULAUAN BANGKA BELITUNG
1/12/2021,111,4,19,88,24620,22696,552,1372,SUMATERA BARAT
1/12/2021,193,13,53,127,7541,5141,367,2033,LAMPUNG
1/12/2021,2669,34,1657,978,211214,188559,3531,19124,DKI JAKARTA
1/12/2021,1326,100,1295,-69,94926,65440,4137,25349,JAWA TENGAH
1/12/2021,32,2,30,0,7357,6591,179,587,KEPULAUAN RIAU
1/12/2021,350,10,159,181,19835,17622,570,1643,BALI
1/12/2021,35,0,29,6,3383,3062,26,295,KALIMANTAN BARAT
1/12/2021,68,0,300,-232,10574,8500,200,1874,KALIMANTAN TENGAH
1/12/2021,79,2,99,-22,10699,7772,343,2584,SULAWESI UTARA
1/12/2021,34,0,12,22,3649,2631,59,959,JAMBI
1/12/2021,252,9,101,142,5017,2711,139,2167,SULAWESI TENGAH
1/12/2021,31,0,10,21,4010,3637,106,267,GORONTALO
1/12/2021,1757,21,1280,456,106403,88203,1582,16618,JAWA BARAT
1/12/2021,832,68,728,36,94237,82404,7083,4750,JAWA TIMUR
1/12/2021,0,0,8,-8,5951,4865,75,1011,MALUKU
1/12/2021,638,2,625,11,37764,32344,651,4769,SULAWESI SELATAN
1/12/2021,74,1,46,27,12644,10191,622,1831,SUMATERA SELATAN
1/12/2021,174,19,605,-450,20849,18424,611,1814,BANTEN
1/12/2021,70,1,25,44,8499,7089,162,1248,SULAWESI TENGGARA
1/13/2021,33,0,29,4,6270,5089,264,917,NUSA TENGGARA BARAT
1/13/2021,171,4,18,149,2746,1589,71,1086,NUSA TENGGARA TIMUR
1/13/2021,69,2,37,30,16296,14559,602,1135,KALIMANTAN SELATAN
1/13/2021,134,0,3,131,5273,2469,65,2739,KALIMANTAN UTARA
1/13/2021,18,1,5,12,2386,1689,54,643,SULAWESI BARAT
1/13/2021,54,0,28,26,3026,2549,94,383,MALUKU UTARA
1/13/2021,138,5,89,44,26824,24540,626,1658,RIAU
1/13/2021,319,5,178,136,15801,10419,341,5041,DAERAH ISTIMEWA YOGYAKARTA
1/13/2021,61,2,12,47,13821,8120,174,5527,PAPUA
1/13/2021,24,1,14,9,6270,5710,104,456,PAPUA BARAT
1/13/2021,507,3,263,241,31584,26046,830,4708,KALIMANTAN TIMUR
1/13/2021,51,0,70,-19,4147,3611,130,406,BENGKULU
1/13/2021,24,2,5,17,8991,7313,370,1308,ACEH
1/13/2021,96,4,91,1,19308,16522,705,2081,SUMATERA UTARA
1/13/2021,88,3,68,17,3221,2480,56,685,KEPULAUAN BANGKA BELITUNG
1/13/2021,170,4,43,123,24790,22739,556,1495,SUMATERA BARAT
1/13/2021,108,17,102,-11,7649,5243,384,2022,LAMPUNG
1/13/2021,3476,45,2952,479,214690,191511,3576,19603,DKI JAKARTA
1/13/2021,1474,95,736,643,96400,66176,4232,25992,JAWA TENGAH
1/13/2021,28,2,16,10,7385,6607,181,597,KEPULAUAN RIAU
1/13/2021,268,3,97,168,20103,17719,573,1811,BALI
1/13/2021,33,0,30,3,3416,3092,26,298,KALIMANTAN BARAT
1/13/2021,74,0,102,-28,10648,8602,200,1846,KALIMANTAN TENGAH
1/13/2021,94,1,37,56,10793,7809,344,2640,SULAWESI UTARA
1/13/2021,78,1,17,60,3727,2648,60,1019,JAMBI
1/13/2021,113,0,90,23,5130,2801,139,2190,SULAWESI TENGAH
1/13/2021,0,0,24,-24,4010,3661,106,243,GORONTALO
1/13/2021,1483,17,1356,110,107886,89559,1599,16728,JAWA BARAT
1/13/2021,885,75,884,-74,95122,83288,7158,4676,JAWA TIMUR
1/13/2021,0,0,2,-2,5951,4867,75,1009,MALUKU
1/13/2021,648,6,523,119,38412,32867,657,4888,SULAWESI SELATAN
1/13/2021,80,2,76,2,12724,10267,624,1833,SUMATERA SELATAN
1/13/2021,185,7,250,-72,21034,18674,618,1742,BANTEN
1/13/2021,91,1,19,71,8590,7108,163,1319,SULAWESI TENGGARA
1/14/2021,83,0,28,55,6353,5117,264,972,NUSA TENGGARA BARAT
1/14/2021,56,6,9,41,2802,1598,77,1127,NUSA TENGGARA TIMUR
1/14/2021,101,2,75,24,16397,14634,604,1159,KALIMANTAN SELATAN
1/14/2021,79,0,0,79,5352,2469,65,2818,KALIMANTAN UTARA
1/14/2021,143,3,3,137,2529,1692,57,780,SULAWESI BARAT
1/14/2021,24,0,19,5,3050,2568,94,388,MALUKU UTARA
1/14/2021,93,1,119,-27,26917,24659,627,1631,RIAU
1/14/2021,291,8,128,155,16092,10547,349,5196,DAERAH ISTIMEWA YOGYAKARTA
1/14/2021,50,1,8,41,13871,8128,175,5568,PAPUA
1/14/2021,14,0,5,9,6284,5715,104,465,PAPUA BARAT
1/14/2021,407,13,257,137,31991,26303,843,4845,KALIMANTAN TIMUR
1/14/2021,17,3,81,-67,4164,3692,133,339,BENGKULU
1/14/2021,11,2,13,-4,9002,7326,372,1304,ACEH
1/14/2021,89,2,93,-6,19397,16615,707,2075,SUMATERA UTARA
1/14/2021,62,2,73,-13,3283,2553,58,672,KEPULAUAN BANGKA BELITUNG
1/14/2021,269,1,40,228,25059,22779,557,1723,SUMATERA BARAT
1/14/2021,96,13,99,-16,7745,5342,397,2006,LAMPUNG
1/14/2021,3165,43,2075,1047,217855,193586,3619,20650,DKI JAKARTA
1/14/2021,1500,88,1005,407,97900,67181,4320,26399,JAWA TENGAH
1/14/2021,51,1,62,-12,7436,6669,182,585,KEPULAUAN RIAU
1/14/2021,297,1,265,31,20400,17984,574,1842,BALI
1/14/2021,25,0,23,2,3441,3115,26,300,KALIMANTAN BARAT
1/14/2021,71,0,0,71,10719,8602,200,1917,KALIMANTAN TENGAH
1/14/2021,100,3,98,-1,10893,7907,347,2639,SULAWESI UTARA
1/14/2021,80,0,1,79,3807,2649,60,1098,JAMBI
1/14/2021,107,4,107,-4,5237,2908,143,2186,SULAWESI TENGAH
1/14/2021,43,0,24,19,4053,3685,106,262,GORONTALO
1/14/2021,2107,14,863,1230,109993,90422,1613,17958,JAWA BARAT
1/14/2021,1006,66,766,174,96128,84054,7224,4850,JAWA TIMUR
1/14/2021,4,0,5,-1,5955,4872,75,1008,MALUKU
1/14/2021,640,7,492,141,39052,33359,664,5029,SULAWESI SELATAN
1/14/2021,98,1,38,59,12822,10305,625,1892,SUMATERA SELATAN
1/14/2021,240,6,211,23,21274,18885,624,1765,BANTEN
1/14/2021,72,2,25,45,8662,7133,165,1364,SULAWESI TENGGARA
1/15/2021,58,0,17,41,6411,5134,264,1013,NUSA TENGGARA BARAT
1/15/2021,57,1,24,32,2859,1622,78,1159,NUSA TENGGARA TIMUR
1/15/2021,107,1,77,29,16504,14711,605,1188,KALIMANTAN SELATAN
1/15/2021,62,0,1,61,5414,2470,65,2879,KALIMANTAN UTARA
1/15/2021,2,0,1,1,2531,1693,57,781,SULAWESI BARAT
1/15/2021,25,0,12,13,3075,2580,94,401,MALUKU UTARA
1/15/2021,170,2,186,-18,27087,24845,629,1613,RIAU
1/15/2021,262,18,248,-4,16354,10795,367,5192,DAERAH ISTIMEWA YOGYAKARTA
1/15/2021,99,1,9,89,13970,8137,176,5657,PAPUA
1/15/2021,20,0,12,8,6304,5727,104,473,PAPUA BARAT
1/15/2021,598,9,294,295,32589,26597,852,5140,KALIMANTAN TIMUR
1/15/2021,27,0,75,-48,4191,3767,133,291,BENGKULU
1/15/2021,16,1,36,-21,9018,7362,373,1283,ACEH
1/15/2021,98,0,83,15,19495,16698,707,2090,SUMATERA UTARA
1/15/2021,45,3,77,-35,3328,2630,61,637,KEPULAUAN BANGKA BELITUNG
1/15/2021,191,5,33,153,25250,22812,562,1876,SUMATERA BARAT
1/15/2021,166,5,81,80,7911,5423,402,2086,LAMPUNG
1/15/2021,2541,35,2490,16,220396,196076,3654,20666,DKI JAKARTA
1/15/2021,1995,32,859,1104,99895,68040,4352,27503,JAWA TENGAH
1/15/2021,26,1,14,11,7462,6683,183,596,KEPULAUAN RIAU
1/15/2021,311,6,197,108,20711,18181,580,1950,BALI
1/15/2021,34,0,25,9,3475,3140,26,309,KALIMANTAN BARAT
1/15/2021,84,0,200,-116,10803,8802,200,1801,KALIMANTAN TENGAH
1/15/2021,128,0,47,81,11021,7954,347,2720,SULAWESI UTARA
1/15/2021,51,0,39,12,3858,2688,60,1110,JAMBI
1/15/2021,248,1,121,126,5485,3029,144,2312,SULAWESI TENGAH
1/15/2021,3,0,4,-1,4056,3689,106,261,GORONTALO
1/15/2021,1240,16,1120,104,111233,91542,1629,18062,JAWA BARAT
1/15/2021,1254,69,787,398,97382,84841,7293,5248,JAWA TIMUR
1/15/2021,46,4,41,1,6001,4913,79,1009,MALUKU
1/15/2021,649,8,568,73,39701,33927,672,5102,SULAWESI SELATAN
1/15/2021,92,4,60,28,12914,10365,629,1920,SUMATERA SELATAN
1/15/2021,282,10,275,-3,21556,19160,634,1762,BANTEN
1/15/2021,35,0,27,8,8697,7160,165,1372,SULAWESI TENGGARA
1/16/2021,72,0,14,58,6483,5148,264,1071,NUSA TENGGARA BARAT
1/16/2021,118,6,30,82,2977,1652,84,1241,NUSA TENGGARA TIMUR
1/16/2021,108,3,76,29,16612,14787,608,1217,KALIMANTAN SELATAN
1/16/2021,191,0,0,191,5605,2470,65,3070,KALIMANTAN UTARA
1/16/2021,0,0,0,0,2531,1693,57,781,SULAWESI BARAT
1/16/2021,16,0,0,16,3091,2580,94,417,MALUKU UTARA
1/16/2021,96,5,166,-75,27183,25011,634,1538,RIAU
1/16/2021,302,12,298,-8,16656,11093,379,5184,DAERAH ISTIMEWA YOGYAKARTA
1/16/2021,98,0,8,90,14068,8145,176,5747,PAPUA
1/16/2021,57,0,7,50,6361,5734,104,523,PAPUA BARAT
1/16/2021,570,8,305,257,33159,26902,860,5397,KALIMANTAN TIMUR
1/16/2021,35,0,50,-15,4226,3817,133,276,BENGKULU
1/16/2021,17,1,1,15,9035,7363,374,1298,ACEH
1/16/2021,74,1,83,-10,19569,16781,708,2080,SUMATERA UTARA
1/16/2021,69,1,43,25,3397,2673,62,662,KEPULAUAN BANGKA BELITUNG
1/16/2021,182,3,29,150,25432,22841,565,2026,SUMATERA BARAT
1/16/2021,114,8,54,52,8025,5477,410,2138,LAMPUNG
1/16/2021,3536,32,1772,1732,223932,197848,3686,22398,DKI JAKARTA
1/16/2021,1995,44,755,1196,101890,68795,4396,28699,JAWA TENGAH
1/16/2021,63,0,4,59,7525,6687,183,655,KEPULAUAN RIAU
1/16/2021,319,1,124,194,21030,18305,581,2144,BALI
1/16/2021,56,0,29,27,3531,3169,26,336,KALIMANTAN BARAT
1/16/2021,97,0,199,-102,10900,9001,200,1699,KALIMANTAN TENGAH
1/16/2021,179,3,138,38,11200,8092,350,2758,SULAWESI UTARA
1/16/2021,36,2,3,31,3894,2691,62,1141,JAMBI
1/16/2021,87,0,107,-20,5572,3136,144,2292,SULAWESI TENGAH
1/16/2021,8,0,0,8,4064,3689,106,269,GORONTALO
1/16/2021,1800,10,528,1262,113033,92070,1639,19324,JAWA BARAT
1/16/2021,1216,46,709,461,98598,85550,7339,5709,JAWA TIMUR
1/16/2021,38,2,40,-4,6039,4953,81,1005,MALUKU
1/16/2021,659,12,589,58,40360,34516,684,5160,SULAWESI SELATAN
1/16/2021,78,4,83,-9,12992,10448,633,1911,SUMATERA SELATAN
1/16/2021,257,5,176,76,21813,19336,639,1838,BANTEN
1/16/2021,75,3,20,52,8772,7180,168,1424,SULAWESI TENGGARA
1/17/2021,60,0,33,27,6543,5181,264,1098,NUSA TENGGARA BARAT
1/17/2021,67,1,28,38,3044,1680,85,1279,NUSA TENGGARA TIMUR
1/17/2021,112,2,62,48,16724,14849,610,1265,KALIMANTAN SELATAN
1/17/2021,25,0,1,24,5630,2471,65,3094,KALIMANTAN UTARA
1/17/2021,0,1,12,-13,2531,1705,58,768,SULAWESI BARAT
1/17/2021,24,0,0,24,3115,2580,94,441,MALUKU UTARA
1/17/2021,188,1,138,49,27371,25149,635,1587,RIAU
1/17/2021,277,9,173,95,16933,11266,388,5279,DAERAH ISTIMEWA YOGYAKARTA
1/17/2021,32,0,0,32,14100,8145,176,5779,PAPUA
1/17/2021,12,0,23,-11,6373,5757,104,512,PAPUA BARAT
1/17/2021,455,13,393,49,33614,27295,873,5446,KALIMANTAN TIMUR
1/17/2021,40,1,60,-21,4266,3877,134,255,BENGKULU
1/17/2021,18,0,0,18,9053,7363,374,1316,ACEH
1/17/2021,78,3,89,-14,19647,16870,711,2066,SUMATERA UTARA
1/17/2021,85,1,97,-13,3482,2770,63,649,KEPULAUAN BANGKA BELITUNG
1/17/2021,168,0,14,154,25600,22855,565,2180,SUMATERA BARAT
1/17/2021,118,9,52,57,8143,5529,419,2195,LAMPUNG
1/17/2021,3395,33,3776,-414,227327,201624,3719,21984,DKI JAKARTA
1/17/2021,1852,41,120,1691,103742,68915,4437,30390,JAWA TENGAH
1/17/2021,29,2,31,-4,7554,6718,185,651,KEPULAUAN RIAU
1/17/2021,262,2,150,110,21292,18455,583,2254,BALI
1/17/2021,26,0,35,-9,3557,3204,26,327,KALIMANTAN BARAT
1/17/2021,95,1,0,94,10995,9001,201,1793,KALIMANTAN TENGAH
1/17/2021,140,3,24,113,11340,8116,353,2871,SULAWESI UTARA
1/17/2021,52,0,60,-8,3946,2751,62,1133,JAMBI
1/17/2021,63,4,112,-53,5635,3248,148,2239,SULAWESI TENGAH
1/17/2021,9,0,0,9,4073,3689,106,278,GORONTALO
1/17/2021,1489,11,512,966,114522,92582,1650,20290,JAWA BARAT
1/17/2021,906,50,766,90,99504,86316,7389,5799,JAWA TIMUR
1/17/2021,41,0,0,41,6080,4953,81,1046,MALUKU
1/17/2021,674,2,506,166,41034,35022,686,5326,SULAWESI SELATAN
1/17/2021,76,5,57,14,13068,10505,638,1925,SUMATERA SELATAN
1/17/2021,283,7,224,52,22096,19560,646,1890,BANTEN
1/17/2021,64,0,58,6,8836,7238,168,1430,SULAWESI TENGGARA
1/18/2021,35,1,40,-6,6578,5221,265,1092,NUSA TENGGARA BARAT
1/18/2021,101,3,27,71,3145,1707,88,1350,NUSA TENGGARA TIMUR
1/18/2021,13,3,82,-72,16737,14931,613,1193,KALIMANTAN SELATAN
1/18/2021,40,0,0,40,5670,2471,65,3134,KALIMANTAN UTARA
1/18/2021,0,0,12,-12,2531,1717,58,756,SULAWESI BARAT
1/18/2021,19,0,54,-35,3134,2634,94,406,MALUKU UTARA
1/18/2021,88,6,140,-58,27459,25289,641,1529,RIAU
1/18/2021,295,6,287,2,17228,11553,394,5281,DAERAH ISTIMEWA YOGYAKARTA
1/18/2021,31,1,8,22,14131,8153,177,5801,PAPUA
1/18/2021,21,1,11,9,6394,5768,105,521,PAPUA BARAT
1/18/2021,354,8,345,1,33968,27640,881,5447,KALIMANTAN TIMUR
1/18/2021,2,1,41,-40,4268,3918,135,215,BENGKULU
1/18/2021,2,3,26,-27,9055,7389,377,1289,ACEH
1/18/2021,74,4,85,-15,19721,16955,715,2051,SUMATERA UTARA
1/18/2021,60,2,95,-37,3542,2865,65,612,KEPULAUAN BANGKA BELITUNG
1/18/2021,35,2,4,29,25635,22859,567,2209,SUMATERA BARAT
1/18/2021,85,6,37,42,8228,5566,425,2237,LAMPUNG
1/18/2021,2361,36,2801,-476,229688,204425,3755,21508,DKI JAKARTA
1/18/2021,1559,85,1061,413,105301,69976,4522,30803,JAWA TENGAH
1/18/2021,85,2,24,59,7639,6742,187,710,KEPULAUAN RIAU
1/18/2021,238,8,210,20,21530,18665,591,2274,BALI
1/18/2021,0,0,0,0,3557,3204,26,327,KALIMANTAN BARAT
1/18/2021,40,0,98,-58,11035,9099,201,1735,KALIMANTAN TENGAH
1/18/2021,145,0,183,-38,11485,8299,353,2833,SULAWESI UTARA
1/18/2021,29,0,4,25,3975,2755,62,1158,JAMBI
1/18/2021,30,3,144,-117,5665,3392,151,2122,SULAWESI TENGAH
1/18/2021,6,1,151,-146,4079,3840,107,132,GORONTALO
1/18/2021,1774,29,1082,663,116296,93664,1679,20953,JAWA BARAT
1/18/2021,863,38,704,121,100367,87020,7427,5920,JAWA TIMUR
1/18/2021,29,1,31,-3,6109,4984,82,1043,MALUKU
1/18/2021,661,5,547,109,41695,35569,691,5435,SULAWESI SELATAN
1/18/2021,54,5,60,-11,13122,10565,643,1914,SUMATERA SELATAN
1/18/2021,245,3,422,-180,22341,19982,649,1710,BANTEN
1/18/2021,16,0,53,-37,8852,7291,168,1393,SULAWESI TENGGARA
1/19/2021,65,2,23,40,6643,5244,267,1132,NUSA TENGGARA BARAT
1/19/2021,7,0,0,7,3152,1707,88,1357,NUSA TENGGARA TIMUR
1/19/2021,68,2,42,24,16805,14973,615,1217,KALIMANTAN SELATAN
1/19/2021,188,0,1,187,5858,2472,65,3321,KALIMANTAN UTARA
1/19/2021,16,0,0,16,2547,1717,58,772,SULAWESI BARAT
1/19/2021,15,1,0,14,3149,2634,95,420,MALUKU UTARA
1/19/2021,167,4,141,22,27626,25430,645,1551,RIAU
1/19/2021,287,1,107,179,17515,11660,395,5460,DAERAH ISTIMEWA YOGYAKARTA
1/19/2021,109,2,9,98,14240,8162,179,5899,PAPUA
1/19/2021,12,0,10,2,6406,5778,105,523,PAPUA BARAT
1/19/2021,463,9,388,66,34431,28028,890,5513,KALIMANTAN TIMUR
1/19/2021,25,0,24,1,4293,3942,135,216,BENGKULU
1/19/2021,16,0,143,-127,9071,7532,377,1162,ACEH
1/19/2021,78,1,86,-9,19799,17041,716,2042,SUMATERA UTARA
1/19/2021,43,1,42,0,3585,2907,66,612,KEPULAUAN BANGKA BELITUNG
1/19/2021,108,0,59,49,25743,22918,567,2258,SUMATERA BARAT
1/19/2021,124,7,144,-27,8352,5710,432,2210,LAMPUNG
1/19/2021,2563,40,2500,23,232251,206925,3795,21531,DKI JAKARTA
1/19/2021,1618,106,673,839,106919,70649,4628,31642,JAWA TENGAH
1/19/2021,30,0,31,-1,7669,6773,187,709,KEPULAUAN RIAU
1/19/2021,247,5,248,-6,21777,18913,596,2268,BALI
1/19/2021,45,0,33,12,3602,3237,26,339,KALIMANTAN BARAT
1/19/2021,65,0,199,-134,11100,9298,201,1601,KALIMANTAN TENGAH
1/19/2021,119,1,62,56,11604,8361,354,2889,SULAWESI UTARA
1/19/2021,49,0,5,44,4024,2760,62,1202,JAMBI
1/19/2021,134,1,183,-50,5799,3575,152,2072,SULAWESI TENGAH
1/19/2021,28,0,27,1,4107,3867,107,133,GORONTALO
1/19/2021,1800,23,1290,487,118096,94954,1702,21440,JAWA BARAT
1/19/2021,946,52,676,218,101313,87696,7479,6138,JAWA TIMUR
1/19/2021,32,0,33,-1,6141,5017,82,1042,MALUKU
1/19/2021,658,1,518,139,42353,36087,692,5574,SULAWESI SELATAN
1/19/2021,104,3,87,14,13226,10652,646,1928,SUMATERA SELATAN
1/19/2021,183,0,277,-94,22524,20259,649,1616,BANTEN
1/19/2021,48,0,33,15,8900,7324,168,1408,SULAWESI TENGGARA
1/20/2021,64,0,45,19,6707,5289,267,1151,NUSA TENGGARA BARAT
1/20/2021,192,4,34,154,3344,1741,92,1511,NUSA TENGGARA TIMUR
1/20/2021,32,1,44,-13,16837,15017,616,1204,KALIMANTAN SELATAN
1/20/2021,191,1,0,190,6049,2472,66,3511,KALIMANTAN UTARA
1/20/2021,2,1,17,-16,2549,1734,59,756,SULAWESI BARAT
1/20/2021,85,0,4,81,3234,2638,95,501,MALUKU UTARA
1/20/2021,122,5,150,-33,27748,25580,650,1518,RIAU
1/20/2021,287,13,188,86,17802,11848,408,5546,DAERAH ISTIMEWA YOGYAKARTA
1/20/2021,60,0,6,54,14300,8168,179,5953,PAPUA
1/20/2021,8,0,6,2,6414,5784,105,525,PAPUA BARAT
1/20/2021,543,11,325,207,34974,28353,901,5720,KALIMANTAN TIMUR
1/20/2021,20,1,0,19,4313,3942,136,235,BENGKULU
1/20/2021,18,1,28,-11,9089,7560,378,1151,ACEH
1/20/2021,80,2,90,-12,19879,17131,718,2030,SUMATERA UTARA
1/20/2021,55,3,87,-35,3640,2994,69,577,KEPULAUAN BANGKA BELITUNG
1/20/2021,167,7,17,143,25910,22935,574,2401,SUMATERA BARAT
1/20/2021,174,2,87,85,8526,5797,434,2295,LAMPUNG
1/20/2021,3786,33,3770,-17,236037,210695,3828,21514,DKI JAKARTA
1/20/2021,1775,30,528,1217,108694,71177,4658,32859,JAWA TENGAH
1/20/2021,34,1,28,5,7703,6801,188,714,KEPULAUAN RIAU
1/20/2021,494,7,241,246,22271,19154,603,2514,BALI
1/20/2021,32,0,28,4,3634,3265,26,343,KALIMANTAN BARAT
1/20/2021,62,1,0,61,11162,9298,202,1662,KALIMANTAN TENGAH
1/20/2021,235,2,45,188,11839,8406,356,3077,SULAWESI UTARA
1/20/2021,32,0,35,-3,4056,2795,62,1199,JAMBI
1/20/2021,132,2,128,2,5931,3703,154,2074,SULAWESI TENGAH
1/20/2021,14,1,9,4,4121,3876,108,137,GORONTALO
1/20/2021,1909,17,1505,387,120005,96459,1719,21827,JAWA BARAT
1/20/2021,940,59,700,181,102253,88396,7538,6319,JAWA TIMUR
1/20/2021,7,0,15,-8,6148,5032,82,1034,MALUKU
1/20/2021,661,4,625,32,43014,36712,696,5606,SULAWESI SELATAN
1/20/2021,110,1,127,-18,13336,10779,647,1910,SUMATERA SELATAN
1/20/2021,286,8,229,49,22810,20488,657,1665,BANTEN
1/20/2021,39,0,44,-5,8939,7368,168,1403,SULAWESI TENGGARA
1/21/2021,90,3,97,-10,6797,5386,270,1141,NUSA TENGGARA BARAT
1/21/2021,44,0,25,19,3388,1766,92,1530,NUSA TENGGARA TIMUR
1/21/2021,106,2,77,27,16943,15094,618,1231,KALIMANTAN SELATAN
1/21/2021,49,0,1,48,6098,2473,66,3559,KALIMANTAN UTARA
1/21/2021,241,4,4,233,2790,1738,63,989,SULAWESI BARAT
1/21/2021,7,0,0,7,3241,2638,95,508,MALUKU UTARA
1/21/2021,137,5,96,36,27885,25676,655,1554,RIAU
1/21/2021,456,9,207,240,18258,12055,417,5786,DAERAH ISTIMEWA YOGYAKARTA
1/21/2021,90,1,18,71,14390,8186,180,6024,PAPUA
1/21/2021,48,1,32,15,6462,5816,106,540,PAPUA BARAT
1/21/2021,496,11,294,191,35470,28647,912,5911,KALIMANTAN TIMUR
1/21/2021,50,0,0,50,4363,3942,136,285,BENGKULU
1/21/2021,11,0,36,-25,9100,7596,378,1126,ACEH
1/21/2021,83,1,80,2,19962,17211,719,2032,SUMATERA UTARA
1/21/2021,79,5,60,14,3719,3054,74,591,KEPULAUAN BANGKA BELITUNG
1/21/2021,181,4,49,128,26091,22984,578,2529,SUMATERA BARAT
1/21/2021,128,5,217,-94,8654,6014,439,2201,LAMPUNG
1/21/2021,3151,30,2570,551,239188,213265,3858,22065,DKI JAKARTA
1/21/2021,1976,101,1114,761,110670,72291,4759,33620,JAWA TENGAH
1/21/2021,30,2,21,7,7733,6822,190,721,KEPULAUAN RIAU
1/21/2021,483,4,179,300,22754,19333,607,2814,BALI
1/21/2021,25,0,30,-5,3659,3295,26,338,KALIMANTAN BARAT
1/21/2021,54,0,0,54,11216,9298,202,1716,KALIMANTAN TENGAH
1/21/2021,92,2,82,8,11931,8488,358,3085,SULAWESI UTARA
1/21/2021,71,0,18,53,4127,2813,62,1252,JAMBI
1/21/2021,80,2,50,28,6011,3753,156,2102,SULAWESI TENGAH
1/21/2021,7,0,2,5,4128,3878,108,142,GORONTALO
1/21/2021,1721,77,1682,-38,121726,98141,1796,21789,JAWA BARAT
1/21/2021,1122,51,915,156,103375,89311,7589,6475,JAWA TIMUR
1/21/2021,17,0,32,-15,6165,5064,82,1019,MALUKU
1/21/2021,645,2,642,1,43659,37354,698,5607,SULAWESI SELATAN
1/21/2021,101,6,49,46,13437,10828,653,1956,SUMATERA SELATAN
1/21/2021,237,3,165,69,23047,20653,660,1734,BANTEN
1/21/2021,77,1,1,75,9016,7369,169,1478,SULAWESI TENGGARA
1/22/2021,55,1,68,-14,6852,5454,271,1127,NUSA TENGGARA BARAT
1/22/2021,275,10,68,197,3663,1834,102,1727,NUSA TENGGARA TIMUR
1/22/2021,107,3,93,11,17050,15187,621,1242,KALIMANTAN SELATAN
1/22/2021,84,0,78,6,6182,2551,66,3565,KALIMANTAN UTARA
1/22/2021,104,1,81,22,2894,1819,64,1011,SULAWESI BARAT
1/22/2021,36,2,5,29,3277,2643,97,537,MALUKU UTARA
1/22/2021,122,1,204,-83,28007,25880,656,1471,RIAU
1/22/2021,478,5,374,99,18736,12429,422,5885,DAERAH ISTIMEWA YOGYAKARTA
1/22/2021,185,0,16,169,14575,8202,180,6193,PAPUA
1/22/2021,24,0,13,11,6486,5829,106,551,PAPUA BARAT
1/22/2021,580,9,362,209,36050,29009,921,6120,KALIMANTAN TIMUR
1/22/2021,15,0,39,-24,4378,3981,136,261,BENGKULU
1/22/2021,15,0,6,9,9115,7602,378,1135,ACEH
1/22/2021,84,4,86,-6,20046,17297,723,2026,SUMATERA UTARA
1/22/2021,103,1,114,-12,3822,3168,75,579,KEPULAUAN BANGKA BELITUNG
1/22/2021,127,7,22,98,26218,23006,585,2627,SUMATERA BARAT
1/22/2021,120,4,88,28,8774,6102,443,2229,LAMPUNG
1/22/2021,3791,41,2169,1581,242979,215434,3899,23646,DKI JAKARTA
1/22/2021,1801,36,625,1140,112471,72916,4795,34760,JAWA TENGAH
1/22/2021,60,2,21,37,7793,6843,192,758,KEPULAUAN RIAU
1/22/2021,313,9,269,35,23067,19602,616,2849,BALI
1/22/2021,49,0,26,23,3708,3321,26,361,KALIMANTAN BARAT
1/22/2021,65,1,0,64,11281,9298,203,1780,KALIMANTAN TENGAH
1/22/2021,159,11,46,102,12090,8534,369,3187,SULAWESI UTARA
1/22/2021,62,1,49,12,4189,2862,63,1264,JAMBI
1/22/2021,200,8,204,-12,6211,3957,164,2090,SULAWESI TENGAH
1/22/2021,13,0,7,6,4141,3885,108,148,GORONTALO
1/22/2021,2767,14,1747,1006,124493,99888,1810,22795,JAWA BARAT
1/22/2021,1046,52,813,181,104421,90124,7641,6656,JAWA TIMUR
1/22/2021,0,0,0,0,6165,5064,82,1019,MALUKU
1/22/2021,629,4,536,89,44288,37890,702,5696,SULAWESI SELATAN
1/22/2021,71,1,27,43,13508,10855,654,1999,SUMATERA SELATAN
1/22/2021,321,3,234,84,23368,20887,663,1818,BANTEN
